productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
CPE12300,21140007371,1/19/23 11:00,293418,CPE12300XG,1.00E+12,192.168.203.33,870311,,3.9,-93.9,-97.7,0,0,15.6,11.5,0,0,-9.7,-9.2,0,0,-64,-64.3,-68.7,0,0,
CPE12000SG,TLR001052687,1/19/23 11:00,293419,WLTGG-122,1.00E+12,192.168.203.34,2051782,,-999999,-91.4,-94,-90.3,-90.4,21.9,15.5,21.9,25.5,-9.6,-9.3,-8.7,-9.4,-61,,,,,
CPE12000SG,TLR001052332,1/19/23 11:00,293420,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052912,1/19/23 11:00,293421,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/19/23 11:00,293422,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/19/23 11:00,293423,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/19/23 11:00,293425,WLTGG-122,1.00E+12,192.168.203.19,2290318,,-999999,-87.2,-93.5,-88.9,-91.6,20.7,18.4,20.7,18.3,-9.1,-9.4,-9.3,-9,-58,,,,,
CPE12000SG,TLR001052281,1/19/23 12:00,293466,WLTGG-122,1.00E+12,192.168.203.25,8965,,-8.1,-83.6,-84.4,-87.4,-87.3,22.6,19.1,17.5,21.7,-14.1,-14.4,-14.4,-13.7,-55,,,,,
CPE12000SG,TLR001052912,1/19/23 12:00,293458,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052354,1/19/23 12:00,293464,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052247,1/19/23 12:00,293449,WLTGG-122,1.00E+12,192.168.203.28,698033,2,-999999,-92.9,-91.4,-93.4,-96.3,18.5,18.5,17.7,16.3,-9.2,-9.3,-9.5,-9.5,-62,,,,,195
CPE12000SG,TLR001052983,1/19/23 12:00,293463,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/19/23 12:00,293462,WLTGG-122,1.00E+12,192.168.203.19,2293918,,-7.1,-87.4,-93.1,-88.7,-92.2,20.9,19.2,21.1,18.3,-9.1,-9.2,-9.1,-9.2,-59,,,,,
CPE12000SG,TLR001061848,1/19/23 12:00,293448,WLTGG-122,1.00E+12,192.168.203.37,2059005,2,-12.1,-83.3,-81.7,-78.5,-79.7,14.9,15.9,18.8,17.4,-9.4,-9.4,-9.5,-9.3,-48,,,,,605
CPE12000SG,TLR001024748,1/19/23 12:00,293447,WLTGG-122,1.00E+12,192.168.203.12,4409637,2,6.6,-110.1,-109.1,-102.2,-106.7,-0.7,0.3,3.7,1.8,-12.6,-11.5,-10.3,-11.4,-72,,,,,605
CPE12000SG,TLR001023930,1/19/23 12:00,293446,WLTGG-122,1.00E+12,192.168.203.18,2055381,2,-999999,-89.5,-87.5,-86.1,-87.5,15,16.1,15.8,17.7,-9.2,-9.6,-9.6,-9.1,-57,,,,,488
CPE12000SG,TLR001062014,1/19/23 12:00,293481,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062295,1/19/23 12:00,293467,WLTGG-122,1.00E+12,192.168.203.26,4899689,,6.5,-103.1,-102.5,-96.7,-98.2,17.1,16.5,22.1,20.8,-8.9,-9.7,-8.7,-9.1,-68,,,,,
CPE12000SG,TLR001052985,1/19/23 12:00,293480,WLTGG-122,1.00E+12,192.168.203.38,1111593,,8.4,-104.1,-105.8,-105.4,-103.7,14.5,11.2,11.9,14.4,-9,-10,-9.8,-9.4,-70,,,,,
CPE12000SG,TLR001021226,1/19/23 12:00,293469,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140003126,1/19/23 12:00,293470,CPE12300HG,1.00E+12,192.168.203.44,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/19/23 12:00,293471,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052312,1/19/23 12:00,293472,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052770,1/19/23 12:00,293473,WLTGG-122,1.00E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052420,1/19/23 12:00,293474,WLTGG-122,1.00E+12,192.168.203.23,179305,,-2.1,-91.3,-89.4,-91.1,-96.4,29,27.6,25,24.1,-8.6,-8.9,-9.1,-8.8,-61,,,,,
CPE9000,GMK180819003927,1/19/23 12:00,293452,WLTMS-110,1.00E+12,192.168.203.47,12691007,2,9,-100,-98,,,5,10,,,-10,,,,,,,,,605
CPE12000SG,TLR001052427,1/19/23 12:00,293475,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/19/23 12:00,293476,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/19/23 12:00,293477,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140000512,1/19/23 12:00,293478,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023730,1/19/23 12:00,293479,WLTGG-122,1.00E+12,192.168.203.21,175248,,-999999,-100.7,-103.4,-101.4,-108.6,18.9,15.5,16.2,12.5,-9.9,-9.2,-9.2,-9.9,-67,,,,,
CPE12000SG,TLR001052550,1/19/23 12:00,293482,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001061822,1/19/23 12:00,293450,WLTGG-122,1.00E+12,192.168.203.36,1102261,2,-11.1,-82.3,-80.4,-82.4,-83.1,17.8,20.6,19,17.2,-9.4,-9.3,-9.5,-9.4,-51,,,,,605
CPE12000SG,TLR001052687,1/19/23 12:00,293456,WLTGG-122,1.00E+12,192.168.203.34,2055382,,-999999,-91.5,-93.9,-89.9,-89.2,21.8,16.2,23.4,26.3,-9.6,-9.4,-8.7,-9.5,-55,,,,,
CPE12000SG,TLR001024707,1/19/23 12:00,293468,WLTGG-122,1.00E+12,192.168.203.17,2055415,,-999999,-101,-103.3,-101.2,-105.4,19.2,16.1,16.3,16.4,-9.5,-9.5,-9.5,-9.3,-71,,,,,
CPE12300,21140007371,1/19/23 12:00,293455,CPE12300XG,1.00E+12,192.168.203.33,873911,,4.9,-94.7,-98.4,0,0,18.5,12.3,0,0,-9.8,-9.6,0,0,-64,-65.1,-69,0,0,
CPE12000SG,TLR001021183,1/19/23 12:00,293454,WLTGG-122,1.00E+12,192.168.203.16,2351190,2,-999999,-107.9,-108.4,-118.7,-101.8,0.3,-1.6,-8.7,5.5,-11.8,-12.6,-14.7,-10.4,-72,,,,,605
CPE12000SG,TLR001025025,1/19/23 12:00,293461,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/19/23 12:00,293460,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/19/23 12:00,293459,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052820,1/19/23 12:00,293453,WLTGG-122,1.00E+12,192.168.203.46,1976463,2,-999999,-91.5,-93.2,-93.4,-92.3,15.1,15.2,13.3,13.9,-9.6,-9.4,-9.5,-9.6,-62,,,,,371
CPE12000SG,TLR001023697,1/19/23 12:00,293451,WLTGG-122,1.00E+12,192.168.203.10,2808750,2,-999999,-101.7,-102.2,-98.1,-101.4,4.1,2.9,7.3,5.2,-10.4,-10.7,-9.6,-10.2,-69,,,,,605
CPE12000SG,TLR001052332,1/19/23 12:00,293457,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001048674,1/19/23 12:00,293465,WLTGG-122,1.00E+12,192.168.203.11,2293917,,-1.1,-91.2,-93.5,-96.1,-94.1,23,20.7,16.8,21.9,-9,-9,-9.6,-9.5,-63,,,,,
CPE12000SG,TLR001025025,1/19/23 13:00,293498,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/19/23 13:00,293499,WLTGG-122,1.00E+12,192.168.203.19,2297518,,-999999,-87.3,-92.6,-87.8,-90.3,21.5,19.6,21.8,20.6,-9.2,-9.5,-9.3,-9.1,-58,,,,,
CPE12000SG,TLR001052983,1/19/23 13:00,293500,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052281,1/19/23 13:00,293503,WLTGG-122,1.00E+12,192.168.203.25,12565,,-7.1,-84.2,-85.1,-86.6,-87.3,23,19.4,18.7,22.3,-8.9,-9.8,-9.1,-8.4,-56,,,,,
CPE12000SG,TLR001052312,1/19/23 13:00,293509,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/19/23 13:00,293508,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023697,1/19/23 13:00,293488,WLTGG-122,1.00E+12,192.168.203.10,2812350,2,7.9,-102.3,-102.7,-99.7,-101.9,4.9,1.6,5.7,6.4,-10.5,-11.2,-10,-9.6,-70,,,,,605
CPE9000,GMK180819003927,1/19/23 13:00,293489,WLTMS-110,1.00E+12,192.168.203.47,12694607,2,6,-100,-95,,,6,10,,,-10,,,,,,,,,605
CPE12000SG,TLR001052247,1/19/23 13:00,293486,WLTGG-122,1.00E+12,192.168.203.28,701633,2,-999999,-92.5,-91.7,-93.1,-95.8,18.2,18,17.5,16.6,-9.2,-9.3,-9.5,-9.4,-63,,,,,195
CPE12000SG,TLR001052820,1/19/23 13:00,293490,WLTGG-122,1.00E+12,192.168.203.46,1980062,2,-999999,-90.9,-92.6,-92.5,-92.4,15.4,14.1,13.3,13.9,-9.5,-9.7,-9.5,-9.5,-62,,,,,371
CPE12300,21140003126,1/19/23 13:00,293507,CPE12300HG,1.00E+12,192.168.203.44,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062295,1/19/23 13:00,293504,WLTGG-122,1.00E+12,192.168.203.26,4903289,,8.9,-102.3,-104.7,-95.5,-98.4,17.2,11.9,21.6,19.8,-9.1,-9.4,-8.9,-9.2,-67,,,,,
CPE12000SG,TLR001024707,1/19/23 13:00,293505,WLTGG-122,1.00E+12,192.168.203.17,2059015,,-999999,-104.9,-106.2,-100.3,-102.3,15.3,14.3,15.7,17.2,-10,-9.9,-9.5,-9.3,-72,,,,,
CPE12000SG,TLR001052770,1/19/23 13:00,293510,WLTGG-122,1.00E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021183,1/19/23 13:00,293491,WLTGG-122,1.00E+12,192.168.203.16,2354790,2,-999999,-109.7,-106,-110.3,-107,-1.1,3.1,-4.1,1.9,-12.1,-11.7,-14,-11.4,-76,,,,,605
CPE12300,21140007371,1/19/23 13:00,293492,CPE12300XG,1.00E+12,192.168.203.33,877511,,5.9,-94.8,-98.2,0,0,19.2,12.3,0,0,-9.9,-9.4,0,0,-65,-65.4,-69.5,0,0,
CPE12000SG,TLR001021226,1/19/23 13:00,293506,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001061848,1/19/23 13:00,293485,WLTGG-122,1.00E+12,192.168.203.37,2062605,2,-11.1,-83.6,-82.4,-79.1,-80.7,15.1,15.9,18.4,16.7,-9.3,-9.5,-9.6,-9.2,-50,,,,,605
CPE12000SG,TLR001052354,1/19/23 13:00,293501,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/19/23 13:00,293513,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/19/23 13:00,293514,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140000512,1/19/23 13:00,293515,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052427,1/19/23 13:00,293512,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001048674,1/19/23 13:00,293502,WLTGG-122,1.00E+12,192.168.203.11,2297518,,-1.1,-91.4,-93.3,-96.3,-93.9,23.4,21.3,17.4,22.6,-9,-9.1,-9.6,-9.4,-62,,,,,
CPE12000SG,TLR001052332,1/19/23 13:00,293494,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/19/23 13:00,293496,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023730,1/19/23 13:00,293516,WLTGG-122,1.00E+12,192.168.203.21,178848,,-999999,-102.6,-103.7,-101.3,-108,17.4,15,15.3,11.7,-9.7,-9.1,-9.3,-10,-72,,,,,
CPE12000SG,TLR001052985,1/19/23 13:00,293517,WLTGG-122,1.00E+12,192.168.203.38,1115193,,8.4,-107.6,-105.1,-107.8,-99.6,11.6,13.7,10.4,19.7,-9.4,-9.6,-10.1,-9.4,-71,,,,,
CPE12000SG,TLR001052912,1/19/23 13:00,293495,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062014,1/19/23 13:00,293518,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052550,1/19/23 13:00,293519,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052420,1/19/23 13:00,293511,WLTGG-122,1.00E+12,192.168.203.23,182904,,-1.1,-91.3,-89.6,-91.6,-96.7,29.6,28,24.5,23.6,-8.3,-9,-9.3,-8.9,-61,,,,,
CPE12000SG,TLR001024016,1/19/23 13:00,293497,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052687,1/19/23 13:00,293493,WLTGG-122,1.00E+12,192.168.203.34,2058982,,-999999,-90.9,-92,-89.3,-89.8,22.4,18.8,22.7,26.7,-9.7,-9.3,-8.8,-9.6,-61,,,,,
CPE12000SG,TLR001023930,1/19/23 13:00,293483,WLTGG-122,1.00E+12,192.168.203.18,2058981,2,-5.1,-90.5,-88.3,-86.4,-88.2,12.9,14.4,16.3,16.6,-9.2,-9.8,-9.5,-9,-57,,,,,488
CPE12000SG,TLR001024748,1/19/23 13:00,293484,WLTGG-122,1.00E+12,192.168.203.12,4413237,2,6.5,-108.6,-107.9,-104,-109.8,1.6,1.7,1.6,-2.7,-11.6,-11.1,-11.3,-13.4,-75,,,,,605
CPE12000SG,TLR001061822,1/19/23 13:00,293487,WLTGG-122,1.00E+12,192.168.203.36,1105861,2,-9.1,-83.8,-81.6,-83.1,-84.2,16.6,19,18.9,16.7,-9.4,-9.4,-9.5,-9.3,-52,,,,,605
CPE12000SG,TLR001052332,1/19/23 14:00,293531,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052354,1/19/23 14:00,293538,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052983,1/19/23 14:00,293537,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/19/23 14:00,293536,WLTGG-122,1.00E+12,192.168.203.19,2301118,,-999999,-87.4,-93.7,-89.1,-92.1,20.9,18.7,21,18.5,-8.9,-9.2,-9.1,-9,-59,,,,,
CPE12000SG,TLR001025025,1/19/23 14:00,293535,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/19/23 14:00,293534,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE9000,GMK180819003927,1/19/23 14:00,293526,WLTMS-110,1.00E+12,192.168.203.47,12698207,2,9,-99,-97,,,6,10,,,-9,,,,,,,,,605
CPE12000SG,TLR001052382,1/19/23 14:00,293533,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140007371,1/19/23 14:00,293529,CPE12300XG,1.00E+12,192.168.203.33,881111,,4.9,-94.9,-98.1,0,0,18.6,12.4,0,0,-9.7,-9.5,0,0,-65,-65.4,-69.2,0,0,
CPE12000SG,TLR001052912,1/19/23 14:00,293532,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062014,1/19/23 14:00,293555,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052770,1/19/23 14:00,293547,WLTGG-122,1.00E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021183,1/19/23 14:00,293528,WLTGG-122,1.00E+12,192.168.203.16,2358390,2,-999999,-107,-111.8,-109.3,-102.2,3.9,-5.3,-2.7,7.2,-10.6,-13.9,-13.4,-9.9,-73,,,,,605
CPE12000SG,TLR001052820,1/19/23 14:00,293527,WLTGG-122,1.00E+12,192.168.203.46,1983662,2,-0.1,-90.5,-91.8,-92.7,-91.3,15.8,15.7,13.3,14.7,-9.5,-9.4,-9.8,-9.5,-61,,,,,371
CPE12000SG,TLR001052550,1/19/23 14:00,293556,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023930,1/19/23 14:00,293520,WLTGG-122,1.00E+12,192.168.203.18,2062581,2,-999999,-89.4,-87.1,-86,-87.2,14.3,15.5,16.6,17.1,-9.4,-9.7,-9.7,-9.2,-57,,,,,488
CPE12000SG,TLR001024748,1/19/23 14:00,293521,WLTGG-122,1.00E+12,192.168.203.12,4416837,2,8.8,-110,-107.7,-102.8,-107.3,-1.1,1.4,4.5,2.1,-13.2,-11.2,-10.4,-11.5,-73,,,,,605
CPE12000SG,TLR001052312,1/19/23 14:00,293546,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/19/23 14:00,293545,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140003126,1/19/23 14:00,293544,CPE12300HG,1.00E+12,192.168.203.44,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001061848,1/19/23 14:00,293522,WLTGG-122,1.00E+12,192.168.203.37,2066205,2,-999999,-83.4,-82,-78.3,-80.1,15.1,15.8,19,16.9,-9.4,-9.5,-9.4,-9.3,-49,,,,,605
CPE12000SG,TLR001052687,1/19/23 14:00,293530,WLTGG-122,1.00E+12,192.168.203.34,2062582,,-999999,-92.2,-96.6,-89.7,-89.3,22.2,14.4,22.7,26.4,-9.6,-9.6,-8.8,-9.5,-60,,,,,
CPE12000SG,TLR001021226,1/19/23 14:00,293543,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024707,1/19/23 14:00,293542,WLTGG-122,1.00E+12,192.168.203.17,2062615,,-999999,-103.6,-102.3,-101.3,-104.8,12.2,14.5,15.9,15.8,-9.6,-9.6,-9.5,-9.5,-73,,,,,
CPE12000SG,TLR001062295,1/19/23 14:00,293541,WLTGG-122,1.00E+12,192.168.203.26,4906889,,8.9,-101.9,-104.7,-95.8,-99.1,18.2,14.1,23.6,21.9,-9.3,-9.3,-8.8,-9.1,-67,,,,,
CPE12000SG,TLR001052281,1/19/23 14:00,293540,WLTGG-122,1.00E+12,192.168.203.25,16165,,-999999,-83.5,-84.5,-87.2,-86.9,23.5,19.2,17.6,22.9,-8.7,-9.4,-9.1,-8.4,-55,,,,,
CPE12000SG,TLR001048674,1/19/23 14:00,293539,WLTGG-122,1.00E+12,192.168.203.11,2301118,,-1.1,-91.6,-94.5,-96.4,-94.7,23.4,20.6,17.1,22,-9,-9,-9.2,-9.2,-63,,,,,
CPE12000SG,TLR001052420,1/19/23 14:00,293548,WLTGG-122,1.00E+12,192.168.203.23,186504,,-999999,-91.5,-89.7,-91.4,-96.6,29.8,28.1,25.4,24.6,-8.5,-9.2,-9.2,-8.9,-61,,,,,
CPE12000SG,TLR001052427,1/19/23 14:00,293549,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/19/23 14:00,293550,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052247,1/19/23 14:00,293523,WLTGG-122,1.00E+12,192.168.203.28,705233,2,-999999,-92,-91,-93.3,-95.9,18.6,18.4,17.4,16.7,-9.4,-9.5,-9.7,-9.6,-62,,,,,195
CPE12000SG,TLR001061822,1/19/23 14:00,293524,WLTGG-122,1.00E+12,192.168.203.36,1109461,2,-999999,-82.4,-80.4,-82,-82.8,17.1,20.6,19,18.6,-9.3,-9.4,-9.5,-9.3,-51,,,,,605
CPE12000SG,TLR001023697,1/19/23 14:00,293525,WLTGG-122,1.00E+12,192.168.203.10,2815950,2,5.6,-102.5,-102.4,-98.5,-100.3,4.4,3.2,8.7,8,-10.5,-10.4,-9.6,-9.9,-69,,,,,605
CPE12000SG,TLR001052293,1/19/23 14:00,293551,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140000512,1/19/23 14:00,293552,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023730,1/19/23 14:00,293553,WLTGG-122,1.00E+12,192.168.203.21,182448,,-999999,-100,-100.9,-101.9,-108.7,17.7,13.8,12.6,8.5,-9.6,-9.2,-9.3,-10.4,-68,,,,,
CPE12000SG,TLR001052985,1/19/23 14:00,293554,WLTGG-122,1.00E+12,192.168.203.38,1118793,,5.7,-104.6,-105.5,-106.3,-101.3,14.4,12.7,10.6,17.3,-8.8,-9.8,-9.8,-9.7,-72,,,,,
CPE12000SG,TLR001025025,1/19/23 15:00,293572,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/19/23 15:00,293573,WLTGG-122,1.00E+12,192.168.203.19,2304718,,-999999,-87.2,-93.3,-88.6,-91.8,20.7,17.8,20.9,18.1,-9.1,-9.4,-9.1,-9.2,-59,,,,,
CPE12000SG,TLR001052550,1/19/23 15:00,293593,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062014,1/19/23 15:00,293592,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052985,1/19/23 15:00,293591,WLTGG-122,1.00E+12,192.168.203.38,1122393,,5.6,-103.1,-102.5,-107.2,-101.5,10.5,10.6,3.3,13.2,-9.5,-9.8,-11.6,-9.9,-72,,,,,
CPE12000SG,TLR001052427,1/19/23 15:00,293586,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140007371,1/19/23 15:00,293566,CPE12300XG,1.00E+12,192.168.203.33,884711,,3.9,-94.5,-97.6,0,0,17.3,12,0,0,-9.7,-9.2,0,0,-63,-64.9,-68.6,0,0,
CPE12000SG,TLR001023657,1/19/23 15:00,293582,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052247,1/19/23 15:00,293560,WLTGG-122,1.00E+12,192.168.203.28,708833,2,-999999,-92.3,-91.1,-93.4,-96.2,14.9,15,14.3,13.4,-9.6,-9.5,-9.8,-9.7,-61,,,,,195
CPE12000SG,TLR001023930,1/19/23 15:00,293557,WLTGG-122,1.00E+12,192.168.203.18,2066181,2,-999999,-90,-87.3,-86,-87.7,12.9,15.2,16.3,15.7,-9.5,-9.6,-9.6,-9.2,-57,,,,,488
CPE12000SG,TLR001052354,1/19/23 15:00,293575,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052983,1/19/23 15:00,293574,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023730,1/19/23 15:00,293590,WLTGG-122,1.00E+12,192.168.203.21,186048,,-999999,-99.8,-100.5,-101.7,-107.7,20.7,18.3,17.5,14.1,-9.4,-9,-9.2,-9.8,-70,,,,,
CPE12000SG,TLR001024748,1/19/23 15:00,293558,WLTGG-122,1.00E+12,192.168.203.12,4420437,2,9.4,-109.8,-107.7,-102.4,-107.8,-0.1,2.3,4.3,0.5,-13.1,-11.5,-10.5,-11.9,-72,,,,,605
CPE12300,21140000512,1/19/23 15:00,293589,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/19/23 15:00,293588,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/19/23 15:00,293587,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023697,1/19/23 15:00,293562,WLTGG-122,1.00E+12,192.168.203.10,2819550,2,-999999,-102,-102.6,-98.5,-100.3,5.8,4,9.2,7,-10.4,-10.5,-9.3,-9.8,-70,,,,,605
CPE9000,GMK180819003927,1/19/23 15:00,293563,WLTMS-110,1.00E+12,192.168.203.47,12701807,2,7,-103,-97,,,6,8,,,-10,,,,,,,,,605
CPE12000SG,TLR001061848,1/19/23 15:00,293559,WLTGG-122,1.00E+12,192.168.203.37,2069805,2,-11.1,-84,-82.5,-79.1,-81,15,15.3,18.3,16.1,-9.5,-9.6,-9.5,-9.4,-50,,,,,605
CPE12000SG,TLR001052312,1/19/23 15:00,293583,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140003126,1/19/23 15:00,293581,CPE12300HG,1.00E+12,192.168.203.44,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021226,1/19/23 15:00,293580,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024707,1/19/23 15:00,293579,WLTGG-122,1.00E+12,192.168.203.17,2066215,,-999999,-104.2,-103.4,-100.8,-104.3,16.2,16.9,12.5,11.6,-9.6,-9.9,-9.2,-9.3,-72,,,,,
CPE12000SG,TLR001062295,1/19/23 15:00,293578,WLTGG-122,1.00E+12,192.168.203.26,4910489,,8.9,-101.9,-103.2,-95.6,-99.5,17.3,15.1,23.2,20.7,-9.2,-9.2,-8.8,-9.1,-67,,,,,
