Unnamed: 0,productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
114566,CPE12000SG,TLR001052354,7/3/22 14:00,114566,WLTGG-122,1.001E+12,192.168.203.22,5229288,3,8.5,-96.5,-96,-99.8,-97.9,17.2,16,6,11.1,-9.7,-9.4,-12.3,-10.4,-67,,,,,488
114574,CPE12000SG,TLR001023697,7/3/22 14:00,114574,WLTGG-122,1.001E+12,192.168.203.10,5229289,2,8.8,-99.9,-96.7,-97.9,-105.1,8.7,9.8,7.4,5.4,-11,-10.6,-11.4,-12.3,-65,,,,,605
114573,CPE12000SG,TLR001061822,7/3/22 14:00,114573,WLTGG-122,1.001E+12,192.168.203.36,62966,2,-12.8,-81.1,-80.8,-82,-84,12.6,12.5,12.2,12.1,-10.2,-10.4,-10.4,-10.2,-51,,,,,605
114572,CPE12000SG,TLR001052247,7/3/22 14:00,114572,WLTGG-122,1.001E+12,192.168.203.28,5257963,2,-1.1,-92.1,-91.4,-92.6,-95.2,7.3,6.6,7.3,6.3,-11.3,-11.9,-11.7,-12,-60,,,,,195
114571,CPE12000SG,TLR001052550,7/3/22 14:00,114571,WLTGG-122,1.001E+12,192.168.203.35,5229288,2,-999999,-101.8,-104.4,-104.8,-108,3.6,-0.3,-1.2,-4.6,-13.5,-16.5,-16.3,-20.3,-67,,,,,488
114570,CPE12000SG,TLR001021226,7/3/22 14:00,114570,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
114569,CPE12000SG,TLR001052427,7/3/22 14:00,114569,WLTGG-122,1.001E+12,192.168.203.42,2832970,2,13.1,-102.5,-104.2,-109.1,-112.8,14.6,13.2,2.6,4.9,-14.7,-13.8,-16.3,-15.5,-69,,,,,605
114568,CPE12000SG,TLR001052770,7/3/22 14:00,114568,WLTGG-122,1.001E+12,192.168.203.43,5018449,2,12.9,-106.4,-98.6,-100.5,-102.7,3.1,8,5.4,6,-13.6,-11.1,-12.4,-12.4,-68,,,,,605
114597,CPE12000SG,TLR001062014,7/3/22 14:00,114597,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
114596,CPE12000SG,TLR001023730,7/3/22 14:00,114596,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
114595,CPE12300,21140000512,7/3/22 14:00,114595,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
114567,CPE12000SG,TLR001052820,7/3/22 14:00,114567,WLTGG-122,1.001E+12,192.168.203.46,5229289,2,9.4,-99.7,-94.7,-94.5,-96.1,7,12.3,7.7,10.4,-12.1,-10.5,-11.6,-10.8,-63,,,,,371
114594,CPE12000SG,TLR001052745,7/3/22 14:00,114594,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
114593,CPE12000SG,TLR001052312,7/3/22 14:00,114593,WLTGG-122,1.001E+12,192.168.203.24,1897286,,19.1,-114.8,-112.9,-116.3,-114.7,8.7,11.1,4,8.1,-10.4,-10,-12.2,-11.2,-82,,,,,
114592,CPE12000SG,TLR001023657,7/3/22 14:00,114592,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
114591,CPE12000SG,TLR001024874,7/3/22 14:00,114591,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
114590,CPE12000SG,TLR001052382,7/3/22 14:00,114590,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
114589,CPE12000SG,TLR001024748,7/3/22 14:00,114589,WLTGG-122,1.001E+12,192.168.203.12,872180,2,11.9,-110.8,-110.5,-107.5,-112.5,8.7,11,9.1,7.1,-11.1,-10.4,-10.5,-11.5,-78,,,,,605
114588,CPE12000SG,TLR001052687,7/3/22 14:00,114588,WLTGG-122,1.001E+12,192.168.203.34,5252443,1,23,-94.4,-92.9,-93.1,-93.6,15,13.4,12.6,14.9,-9.5,-9.3,-9.6,-9.5,-64,,,,,371
114587,CPE12000SG,TLR001021183,7/3/22 14:00,114587,WLTGG-122,1.001E+12,192.168.203.16,5229289,2,-999999,-112.1,-104.8,-101.9,-101.8,0.1,9.2,14.6,13.1,-16.1,-10.8,-10,-10.1,-67,,,,,605
114586,CPE12000SG,TLR001024016,7/3/22 14:00,114586,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
114585,CPE9000,GMK180819003927,7/3/22 14:00,114585,WLTMS-110,1.001E+12,192.168.203.31,5229295,2,21,-115,-118,,,3,3,,,-14,,,,,,,,,605
114584,CPE12000SG,TLR001052983,7/3/22 14:00,114584,WLTGG-122,1.001E+12,192.168.203.27,1364273,1,-999999,-86.6,-87.6,-86.5,-85.5,16.3,10.7,11.8,15.7,-9.2,-9.5,-9.4,-9.3,-57,,,,,195
114583,CPE12000SG,TLR001024549,7/3/22 14:00,114583,WLTGG-122,1.001E+12,192.168.203.19,5257963,1,-999999,-92,-93.6,-88.9,-95,11.9,11.2,14.1,11,-9.7,-9.7,-9.4,-9.7,-60,,,,,195
114582,CPE12000SG,TLR001052420,7/3/22 14:00,114582,WLTGG-122,1.001E+12,192.168.203.23,497616,2,3.3,-102,-99.2,-105.3,-102.6,6.5,6.5,1.4,2.4,-15.3,-15.3,-16.9,-16.4,-66,,,,,605
114581,CPE12000SG,TLR001052293,7/3/22 14:00,114581,WLTGG-122,1.001E+12,192.168.203.40,1541158,2,-5.2,-82.1,-80.9,-81.1,-83.9,12.7,12.6,13.9,12.9,-10.1,-10.1,-9.9,-9.9,-51,,,,,488
114580,CPE12000SG,TLR001052912,7/3/22 14:00,114580,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
114579,CPE12000SG,TLR001048674,7/3/22 14:00,114579,WLTGG-122,1.001E+12,192.168.203.11,,1,,,,,,,,,,,,,,,,,,,78
114578,CPE12300,21140003126,7/3/22 14:00,114578,CPE12300HG,1.001E+12,192.168.203.44,510015,1,9.8,-101.3,-103.6,-101.8,-102.1,18.3,19.6,19.4,19.1,-9.2,-9,-9.2,-9.5,-72,-71.8,-74.5,-72.4,-72.4,371
114577,CPE12000SG,TLR001023930,7/3/22 14:00,114577,WLTGG-122,1.001E+12,192.168.203.18,,1,,,,,,,,,,,,,,,,,,,488
114576,CPE12000SG,TLR001061848,7/3/22 14:00,114576,WLTGG-122,1.001E+12,192.168.203.37,4647101,2,2.4,-84.3,-81.8,-78.2,-79.6,10.3,10.5,11.5,11.2,-11.3,-11.8,-11.8,-11.2,-48,,,,,488
114625,CPE12000SG,TLR001052332,7/3/22 15:00,114625,WLTGG-122,1.001E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
114635,CPE12000SG,TLR001062014,7/3/22 15:00,114635,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
114634,CPE12000SG,TLR001023730,7/3/22 15:00,114634,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
114633,CPE12300,21140000512,7/3/22 15:00,114633,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
114632,CPE12000SG,TLR001052745,7/3/22 15:00,114632,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
114631,CPE12000SG,TLR001052312,7/3/22 15:00,114631,WLTGG-122,1.001E+12,192.168.203.24,1900888,,9.1,-111.6,-114.9,-109.6,-108.7,10.7,8,12.4,13.4,-10.2,-10.9,-10.1,-9.6,-81,,,,,
114630,CPE12000SG,TLR001023657,7/3/22 15:00,114630,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
114629,CPE12000SG,TLR001024874,7/3/22 15:00,114629,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
114628,CPE12300,21140003126,7/3/22 15:00,114628,CPE12300HG,1.001E+12,192.168.203.44,,,,,,,,,,,,,,,,,,,,,
114627,CPE12000SG,TLR001024016,7/3/22 15:00,114627,WLTGG-122,1.001E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
114626,CPE12000SG,TLR001052382,7/3/22 15:00,114626,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
114624,CPE12000SG,TLR001024748,7/3/22 15:00,114624,WLTGG-122,1.001E+12,192.168.203.12,875777,2,22,-111.1,-112.2,-113.2,-110.8,9.8,7.6,8.1,10,-10.8,-11.5,-11,-10.6,-80,,,,,605
114623,CPE12000SG,TLR001052687,7/3/22 15:00,114623,WLTGG-122,1.001E+12,192.168.203.34,5256055,1,23,-94.3,-92.7,-92.9,-92.7,14.4,12.8,13.9,16.4,-9.4,-9.4,-9.5,-9.5,-63,,,,,371
114622,CPE12000SG,TLR001024707,7/3/22 15:00,114622,WLTGG-122,1.001E+12,192.168.203.17,5256046,1,-999999,-108.7,-104,-103.2,-112.7,14.1,16.5,14.2,9.6,-9.2,-9.3,-10,-9.8,-73,,,,,195
114621,CPE9000,GMK180819003927,7/3/22 15:00,114621,WLTMS-110,1.001E+12,192.168.203.31,5232891,2,15,-116,-115,,,2,3,,,-13,,,,,,,,,605
114620,CPE12000SG,TLR001052983,7/3/22 15:00,114620,WLTGG-122,1.001E+12,192.168.203.27,1367874,1,1.2,-87.1,-88,-87.7,-87.3,16.4,12.5,13.1,15.4,-9.2,-9.5,-9.4,-9.4,-58,,,,,195
114619,CPE12000SG,TLR001052985,7/3/22 15:00,114619,WLTGG-122,1.001E+12,192.168.203.38,10172,1,15.9,-104.1,-102.2,-99.8,-97.6,17.6,17.6,19.3,23.4,-9,-9.2,-9.1,-9.3,-68,,,,,371
114618,CPE12000SG,TLR001052420,7/3/22 15:00,114618,WLTGG-122,1.001E+12,192.168.203.23,501215,2,14.7,-102.7,-100,-104.3,-102.3,6.6,6.6,2.5,3.6,-11.6,-11.9,-14,-13.2,-68,,,,,605
114617,CPE12000SG,TLR001052293,7/3/22 15:00,114617,WLTGG-122,1.001E+12,192.168.203.40,1544758,2,-999999,-83.1,-80.2,-81.9,-85,12.7,13,13.4,12.5,-10,-10.2,-10.1,-9.9,-49,,,,,488
114616,CPE12000SG,TLR001052912,7/3/22 15:00,114616,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
114615,CPE12000SG,TLR001048674,7/3/22 15:00,114615,WLTGG-122,1.001E+12,192.168.203.11,5261563,1,-999999,-96.8,-96.5,-99.6,-101.5,12.6,11.8,7.6,8.2,-9.5,-9.9,-10.2,-10.1,-67,,,,,195
114614,CPE12000SG,TLR001052550,7/3/22 15:00,114614,WLTGG-122,1.001E+12,192.168.203.35,5232890,2,22,-102.9,-104.2,-104.1,-104.1,2.8,-0.9,0.7,1.1,-13.6,-16.2,-15,-14.3,-67,,,,,488
114613,CPE12000SG,TLR001061848,7/3/22 15:00,114613,WLTGG-122,1.001E+12,192.168.203.37,4650701,2,-999999,-85.3,-82.1,-78.4,-79.9,9.9,10.3,11.3,10.8,-10.5,-10.6,-10.5,-10.2,-47,,,,,605
114612,CPE12000SG,TLR001023930,7/3/22 15:00,114612,WLTGG-122,1.001E+12,192.168.203.18,5256045,1,20.1,-93.9,-93.3,-99.1,-98,8.5,8.5,5.6,11,-10.8,-11,-12.2,-9.6,-63,,,,,488
114611,CPE12000SG,TLR001052281,7/3/22 15:00,114611,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,371
114610,CPE12000SG,TLR001052427,7/3/22 15:00,114610,WLTGG-122,1.001E+12,192.168.203.42,2836569,2,19.4,-106.2,-106.5,-106.2,-111.3,7.6,5.2,8.6,10.7,-11,-12.2,-11.1,-10.3,-75,,,,,605
114609,CPE12000SG,TLR001023697,7/3/22 15:00,114609,WLTGG-122,1.001E+12,192.168.203.10,5232889,2,7.8,-98.1,-96.6,-99.9,-104,9.5,9.8,7.7,7.9,-10.8,-10.9,-11.5,-11.4,-66,,,,,605
114608,CPE12000SG,TLR001021183,7/3/22 15:00,114608,WLTGG-122,1.001E+12,192.168.203.16,5232889,2,-999999,-105.2,-101.3,-99.4,-100.2,9,12.6,15.9,13.7,-10.8,-10.3,-9.7,-9.8,-69,,,,,605
114607,CPE12000SG,TLR001052247,7/3/22 15:00,114607,WLTGG-122,1.001E+12,192.168.203.28,5261563,2,10.8,-92.1,-90.8,-92.6,-95.6,7.6,8,7.6,6.1,-11.2,-11.3,-11.7,-12,-58,,,,,195
114606,CPE12000SG,TLR001061822,7/3/22 15:00,114606,WLTGG-122,1.001E+12,192.168.203.36,66565,2,-1.3,-81.2,-80.2,-82.7,-84.6,11.8,12.2,11.9,11.7,-10.1,-10.1,-10.2,-10.1,-49,,,,,605
114605,CPE12000SG,TLR001062295,7/3/22 15:00,114605,WLTGG-122,1.001E+12,192.168.203.26,5232889,3,11.9,-99.8,-100.1,-100.5,-102.8,9.7,6.9,9.1,8.9,-10.2,-11.1,-10.1,-10.3,-67,,,,,605
114604,CPE12000SG,TLR001052770,7/3/22 15:00,114604,WLTGG-122,1.001E+12,192.168.203.43,5022049,2,20.9,-109.5,-101.2,-101.4,-101.9,1.2,5.5,2.1,3.8,-14.8,-12.2,-13.9,-13.3,-65,,,,,605
114603,CPE12000SG,TLR001052820,7/3/22 15:00,114603,WLTGG-122,1.001E+12,192.168.203.46,5232889,2,-999999,-96,-93.6,-92.8,-94.4,8,10.7,8.9,9,-11.1,-10.5,-10.9,-10.9,-59,,,,,371
114602,CPE12000SG,TLR001052354,7/3/22 15:00,114602,WLTGG-122,1.001E+12,192.168.203.22,5232888,3,7.9,-98.7,-96.7,-96.3,-94.7,6.6,7.1,8.3,10.8,-9.9,-10.1,-9.8,-9.6,-65,,,,,488
114601,CPE12000SG,TLR001024549,7/3/22 15:00,114601,WLTGG-122,1.001E+12,192.168.203.19,5261567,1,2.9,-92.5,-94.3,-88.6,-94.1,9.3,9,12.5,10.6,-9.7,-9.8,-9.4,-9.4,-58,,,,,78
114600,CPE12000SG,TLR001021226,7/3/22 15:00,114600,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
114599,CPE12300,21140007371,7/3/22 15:00,114599,CPE12300XG,1.001E+12,192.168.203.33,513657,1,14.9,-106.8,-106.1,0,0,7.1,5,0,0,-10.2,-10.9,0,0,-75,-76.7,-75.4,0,0,488
114598,CPE12000SG,TLR001025025,7/3/22 15:00,114598,WLTGG-122,1.001E+12,192.168.203.14,11448,1,8.2,-99,-95.2,-91.3,-93.8,11.7,16.1,17.4,17.2,-9.5,-9.4,-9.2,-9.2,-61,,,,,371
114643,CPE12000SG,TLR001052312,7/3/22 16:00,114643,WLTGG-122,1.001E+12,192.168.203.24,1904485,1,23,-111.2,-114.7,-107.9,-112.8,11.2,9.3,11.8,10,-13.3,-13.7,-13.4,-13.5,-75,,,,,488
114673,CPE12000SG,TLR001062014,7/3/22 16:00,114673,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
114672,CPE12000SG,TLR001023730,7/3/22 16:00,114672,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
114671,CPE12300,21140000512,7/3/22 16:00,114671,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
114670,CPE12000SG,TLR001052745,7/3/22 16:00,114670,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
114669,CPE12000SG,TLR001023657,7/3/22 16:00,114669,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
114668,CPE12000SG,TLR001024874,7/3/22 16:00,114668,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
114667,CPE12000SG,TLR001021226,7/3/22 16:00,114667,WLTGG-122,1.001E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
114666,CPE12000SG,TLR001062295,7/3/22 16:00,114666,WLTGG-122,1.001E+12,192.168.203.26,,,,,,,,,,,,,,,,,,,,,
114665,CPE12000SG,TLR001048674,7/3/22 16:00,114665,WLTGG-122,1.001E+12,192.168.203.11,,,,,,,,,,,,,,,,,,,,,
114664,CPE12000SG,TLR001025025,7/3/22 16:00,114664,WLTGG-122,1.001E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
114663,CPE12000SG,TLR001024016,7/3/22 16:00,114663,WLTGG-122,1.001E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
114662,CPE12000SG,TLR001052382,7/3/22 16:00,114662,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
114661,CPE12000SG,TLR001052332,7/3/22 16:00,114661,WLTGG-122,1.001E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
114660,CPE12300,21140007371,7/3/22 16:00,114660,CPE12300XG,1.001E+12,192.168.203.33,,,,,,,,,,,,,,,,,,,,,
114659,CPE12000SG,TLR001024748,7/3/22 16:00,114659,WLTGG-122,1.001E+12,192.168.203.12,879378,2,21.8,-116.1,-117.4,-111.3,-111.4,2.7,4.5,7.1,9.7,-15.5,-14.6,-14,-13.5,-79,,,,,605
114658,CPE12000SG,TLR001052687,7/3/22 16:00,114658,WLTGG-122,1.001E+12,192.168.203.34,5259655,1,22.1,-93.6,-91.8,-94.4,-94.1,14.9,13.6,13.4,15.2,-9.4,-9.3,-9.3,-9.6,-63,,,,,371
114657,CPE12000SG,TLR001023697,7/3/22 16:00,114657,WLTGG-122,1.001E+12,192.168.203.10,5236489,2,8.8,-100.3,-99.5,-97.6,-105.2,9.1,9.2,10.3,7.6,-11,-11.2,-10.7,-11.2,-65,,,,,605
114656,CPE12000SG,TLR001024707,7/3/22 16:00,114656,WLTGG-122,1.001E+12,192.168.203.17,5259647,1,-999999,-108.5,-105.1,-102.9,-112.4,10.6,10.6,9.4,6.7,-9.5,-9.7,-10,-9.5,-73,,,,,195
114655,CPE12000SG,TLR001052770,7/3/22 16:00,114655,WLTGG-122,1.001E+12,192.168.203.43,5025653,2,17.2,-109.8,-104.7,-99.5,-100,-3,0.5,4.2,7.2,-18.7,-16.2,-13.5,-11.9,-65,,,,,0
114654,CPE9000,GMK180819003927,7/3/22 16:00,114654,WLTMS-110,1.001E+12,192.168.203.31,5236480,2,22,-116,-112,,,4,4,,,-14,,,,,,,,,605
114653,CPE12000SG,TLR001024549,7/3/22 16:00,114653,WLTGG-122,1.001E+12,192.168.203.19,5265163,1,7.9,-91.8,-93.8,-89.3,-95.8,5.5,5.5,9.9,3.7,-10.5,-10.5,-9.3,-10.6,-60,,,,,195
114652,CPE12000SG,TLR001061822,7/3/22 16:00,114652,WLTGG-122,1.001E+12,192.168.203.36,70165,2,1.7,-81,-80.5,-82.3,-83.6,10.3,10.2,10.4,10.1,-10,-10.3,-10.2,-10.2,-47,,,,,605
114651,CPE12000SG,TLR001052427,7/3/22 16:00,114651,WLTGG-122,1.001E+12,192.168.203.42,2840169,2,19.2,-111.9,-108.3,-112,-115.2,2.9,5.8,-9,-3.2,-13.8,-13.6,-20.9,-16.6,-74,,,,,488
114650,CPE12000SG,TLR001052247,7/3/22 16:00,114650,WLTGG-122,1.001E+12,192.168.203.28,5265164,2,6.9,-91.3,-90.3,-92.4,-95,1.4,2.1,0.4,-0.7,-13.8,-13.7,-14.2,-14.4,-57,,,,,78
114649,CPE12000SG,TLR001021183,7/3/22 16:00,114649,WLTGG-122,1.001E+12,192.168.203.16,5236490,1,-999999,-107.4,-104.2,-99.4,-100.9,9.9,13.3,17.7,14.4,-13.5,-13.3,-13.1,-13.2,-66,,,,,78
114648,CPE12000SG,TLR001052420,7/3/22 16:00,114648,WLTGG-122,1.001E+12,192.168.203.23,504816,2,22,-103.2,-100.4,-105.9,-103.1,1.9,2.2,-2.5,-0.8,-14.6,-14.7,-16.8,-15.8,-68,,,,,605
114647,CPE12000SG,TLR001052820,7/3/22 16:00,114647,WLTGG-122,1.001E+12,192.168.203.46,5236489,2,9.8,-96.5,-94.6,-92.7,-95.1,8.4,9.5,9.4,9.2,-11.2,-10.8,-10.9,-10.7,-59,,,,,371
114646,CPE12000SG,TLR001052354,7/3/22 16:00,114646,WLTGG-122,1.001E+12,192.168.203.22,5236489,3,10.4,-97.2,-98,-97.2,-95.9,7.3,6.3,1.9,5.9,-10.2,-10,-11.8,-10.4,-65,,,,,488
114645,CPE12000SG,TLR001052293,7/3/22 16:00,114645,WLTGG-122,1.001E+12,192.168.203.40,1548358,2,-999999,-81.9,-81,-81.8,-83.9,5.8,5.6,6.3,6.1,-13.1,-13.4,-13.3,-13.2,-47,,,,,488
114644,CPE12000SG,TLR001052983,7/3/22 16:00,114644,WLTGG-122,1.001E+12,192.168.203.27,1371474,1,8,-86.7,-86.5,-85.8,-85,17.4,15.1,16.5,17.9,-9.2,-9.2,-9.3,-9.3,-55,,,,,195
114642,CPE12000SG,TLR001052281,7/3/22 16:00,114642,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
114641,CPE12000SG,TLR001052912,7/3/22 16:00,114641,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
114640,CPE12000SG,TLR001052550,7/3/22 16:00,114640,WLTGG-122,1.001E+12,192.168.203.35,5236489,2,22.9,-105.5,-105.5,-108.2,-107.1,3,-0.5,-2.7,-1.4,-15.4,-17.1,-18.7,-19,-67,,,,,488
114639,CPE12000SG,TLR001052985,7/3/22 16:00,114639,WLTGG-122,1.001E+12,192.168.203.38,13772,1,16.9,-106.1,-99.6,-99.6,-99.4,14.9,14.8,20.3,19.2,-12.5,-12.6,-12.7,-12.4,-70,,,,,371
114638,CPE12000SG,TLR001061848,7/3/22 16:00,114638,WLTGG-122,1.001E+12,192.168.203.37,4654301,2,-999999,-83.1,-81.2,-78.4,-79.1,8.6,8.6,9.2,9.2,-13.5,-13.5,-13.5,-13.4,-46,,,,,605
114637,CPE12300,21140003126,7/3/22 16:00,114637,CPE12300HG,1.001E+12,192.168.203.44,517215,1,9.6,-98.6,-104.3,-99.9,-102.6,15.4,14.5,14.5,13.4,-9.3,-9.2,-9.4,-9.5,-70,-69.5,-73.5,-70.9,-72.7,371
114636,CPE12000SG,TLR001023930,7/3/22 16:00,114636,WLTGG-122,1.001E+12,192.168.203.18,,1,,,,,,,,,,,,,,,,,,,488
114704,CPE12000SG,TLR001024874,7/3/22 17:00,114704,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
114695,CPE9000,GMK180819003927,7/3/22 17:00,114695,WLTMS-110,1.001E+12,192.168.203.31,5240081,2,16,-118,-113,,,2,6,,,-11,,,,,,,,,605
114694,CPE12000SG,TLR001052312,7/3/22 17:00,114694,WLTGG-122,1.001E+12,192.168.203.24,1908085,1,8.9,-110.6,-117,-109.1,-118.2,11.8,9.3,10.7,7.1,-9.9,-10.5,-10.3,-11.1,-79,,,,,488
114693,CPE12000SG,TLR001052420,7/3/22 17:00,114693,WLTGG-122,1.001E+12,192.168.203.23,508414,2,12.9,-104.8,-101.2,-105.3,-103.4,6.6,5.8,1.8,3.2,-11.8,-12.4,-14.5,-13.6,-68,,,,,605
114689,CPE12000SG,TLR001061848,7/3/22 17:00,114689,WLTGG-122,1.001E+12,192.168.203.37,4657901,2,-16.9,-83.6,-81.7,-78.4,-79,10.8,10.4,11.2,11.1,-10.3,-10.6,-10.5,-10.3,-48,,,,,605
114692,CPE12000SG,TLR001052293,7/3/22 17:00,114692,WLTGG-122,1.001E+12,192.168.203.40,1551976,2,-999999,-82,-80.3,-81.4,-84.5,12.5,12.4,12.6,12.4,-10.1,-10.2,-10.2,-10.1,-51,,,,,488
114691,CPE12000SG,TLR001021183,7/3/22 17:00,114691,WLTGG-122,1.001E+12,192.168.203.16,5240090,2,14.8,-108.5,-104.6,-100.5,-99.6,4.7,10.3,14.5,12.8,-11.7,-10.3,-9.9,-10,-70,,,,,605
114690,CPE12000SG,TLR001052427,7/3/22 17:00,114690,WLTGG-122,1.001E+12,192.168.203.42,2843769,2,13.5,-99.9,-104.5,-105.1,-107.9,13.9,7.1,8.9,14,-9.7,-11.8,-10.7,-9.3,-71,,,,,605
114682,CPE12000SG,TLR001052770,7/3/22 17:00,114682,WLTGG-122,1.001E+12,192.168.203.43,5029249,2,23,-110.6,-100.4,-99.5,-99.2,-1.8,5.9,3.9,7,-16.4,-11.7,-12.7,-11.4,-69,,,,,605
114683,CPE12000SG,TLR001061822,7/3/22 17:00,114683,WLTGG-122,1.001E+12,192.168.203.36,73765,2,-2.6,-81.3,-80.5,-82.3,-84,13,13.2,12.9,12.8,-10.1,-10.2,-10.3,-10.1,-50,,,,,605
114684,CPE12000SG,TLR001024549,7/3/22 17:00,114684,WLTGG-122,1.001E+12,192.168.203.19,5268764,1,6.6,-92.2,-94,-89.9,-95.3,10.3,9.4,13.3,10.3,-9.9,-9.8,-9.3,-9.5,-61,,,,,195
114685,CPE12000SG,TLR001023697,7/3/22 17:00,114685,WLTGG-122,1.001E+12,192.168.203.10,5240088,2,-999999,-100.1,-98.7,-100.7,-106.9,9.1,8.7,7.8,4.6,-11,-11.1,-11.6,-12.9,-67,,,,,605
114686,CPE12000SG,TLR001052281,7/3/22 17:00,114686,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
114687,CPE12000SG,TLR001052332,7/3/22 17:00,114687,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
114688,CPE12000SG,TLR001023930,7/3/22 17:00,114688,WLTGG-122,1.001E+12,192.168.203.18,5263245,1,23,-98.1,-94.5,-104.1,-99.7,3.8,6.2,-0.6,4.3,-11.7,-11,-14.1,-11,-64,,,,,488
114680,CPE12000SG,TLR001052354,7/3/22 17:00,114680,WLTGG-122,1.001E+12,192.168.203.22,5240088,3,12.8,-97.3,-97.4,-98.7,-96.5,16.2,14.9,7,11.7,-9.5,-9.4,-11.7,-10.5,-66,,,,,488
114679,CPE12000SG,TLR001052247,7/3/22 17:00,114679,WLTGG-122,1.001E+12,192.168.203.28,5268764,2,2.6,-91.4,-91.1,-92.5,-94.2,7.6,7.1,7.4,6.8,-11.3,-11.8,-11.8,-11.7,-59,,,,,78
114678,CPE12000SG,TLR001052983,7/3/22 17:00,114678,WLTGG-122,1.001E+12,192.168.203.27,1375075,1,-1.5,-84.4,-84.1,-84,-84.6,18.4,17.4,17,17.1,-9.2,-9.1,-9.3,-9.4,-56,,,,,195
114696,CPE12000SG,TLR001062295,7/3/22 17:00,114696,WLTGG-122,1.001E+12,192.168.203.26,5240089,3,-999999,-97.1,-95.9,-103,-100.2,15.5,14.2,8.3,12.2,-9.5,-9.6,-10.5,-9.7,-68,,,,,605
114677,CPE12300,21140007371,7/3/22 17:00,114677,CPE12300XG,1.001E+12,192.168.203.33,520855,1,12.8,-105.7,-105.1,0,0,9.1,5.7,0,0,-9.7,-10.5,0,0,-75,-74.6,-74.7,0,0,371
114676,CPE12000SG,TLR001048674,7/3/22 17:00,114676,WLTGG-122,1.001E+12,192.168.203.11,5268764,1,11.9,-105.4,-100.7,-98.8,-100.9,5.4,6.1,9.7,8.9,-11.5,-11,-10.3,-10.3,-70,,,,,195
114675,CPE12000SG,TLR001021226,7/3/22 17:00,114675,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
