productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,mean_AvgRsrp,sinr0,sinr1,sinr2,sinr3,mean_AvgSinr,rsrq,rsrq1,rsrq2,rsrq3,mean_AvgRsrq,rssi,rssi0,rssi1,rssi2,rssi3,mean_AvgRssi,distance
CPE12000SG,TLR001052420,9/11/2022 14:00,178000,WLTGG-122,1000000000000.0,192.168.203.23,1114804,1.0,5.9,-98.5,-99.7,-96.8,-98.2,-98.3,22.9,22.7,23.1,24.5,23.3,-8.9,-9.1,-9.1,-8.9,-9.0,-68.0,,,,,-68.0,605.0
CPE12000SG,TLR001062295,9/11/2022 14:00,177999,WLTGG-122,1000000000000.0,192.168.203.26,2953493,3.0,-999999.0,-97.6,-102.8,-106.2,-103.3,-102.475,22.5,17.6,13.5,16.2,17.45,-9.4,-9.5,-9.6,-9.2,-9.425,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001052354,9/11/2022 14:00,178007,WLTGG-122,1000000000000.0,192.168.203.22,2953492,3.0,8.8,-98.4,-96.3,-96.1,-94.0,-96.2,12.9,13.0,11.6,20.4,14.475,-9.7,-9.0,-8.9,-9.0,-9.15,-65.0,,,,,-65.0,605.0
CPE12000SG,TLR001052985,9/11/2022 14:00,178014,WLTGG-122,1000000000000.0,192.168.203.38,2862353,1.0,-999999.0,-103.6,-112.6,-103.3,-107.8,-106.825,21.6,12.0,17.4,15.8,16.7,-9.3,-9.7,-9.1,-9.7,-9.45,-69.0,,,,,-69.0,371.0
CPE12000SG,TLR001052550,9/11/2022 14:00,178017,WLTGG-122,1000000000000.0,192.168.203.35,2488543,2.0,9.8,-106.2,-99.7,-107.1,-108.9,-105.475,18.1,22.3,13.7,13.5,16.9,-9.8,-9.8,-10.4,-10.0,-10.0,-71.0,,,,,-71.0,488.0
CPE12000SG,TLR001023697,9/11/2022 14:00,178016,WLTGG-122,1000000000000.0,192.168.203.10,2953492,2.0,8.9,-98.7,-98.3,-96.5,-103.0,-99.125,23.1,22.4,22.4,15.4,20.825,-9.2,-9.3,-9.4,-9.4,-9.325,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001048674,9/11/2022 14:00,178019,WLTGG-122,1000000000000.0,192.168.203.11,11305963,1.0,-999999.0,-105.9,-103.7,-96.8,-101.8,-102.05,9.2,12.9,22.0,17.3,15.35,-11.7,-11.1,-9.9,-9.8,-10.625,-67.0,,,,,-67.0,78.0
CPE12000SG,TLR001061822,9/11/2022 14:00,178020,WLTGG-122,1000000000000.0,192.168.203.36,681357,2.0,-0.1,-83.7,-82.8,-84.2,-85.6,-84.075,19.3,21.7,20.1,19.1,20.05,-9.3,-9.5,-9.7,-9.2,-9.425,-53.0,,,,,-53.0,605.0
CPE12000SG,TLR001052293,9/11/2022 14:00,178021,WLTGG-122,1000000000000.0,192.168.203.40,4935696,2.0,-1.1,-84.6,-82.6,-81.3,-84.2,-83.175,18.8,20.6,23.0,21.7,21.025,-9.0,-9.5,-9.3,-9.1,-9.225,-52.0,,,,,-52.0,605.0
CPE12000SG,TLR001023730,9/11/2022 14:00,178024,WLTGG-122,1000000000000.0,192.168.203.21,53730,1.0,-999999.0,-112.8,-113.8,-110.6,-111.2,-112.1,14.3,13.1,15.3,15.8,14.625,-9.2,-9.2,-9.6,-9.5,-9.375,-82.0,,,,,-82.0,371.0
CPE12300,21140007371,9/11/2022 14:00,178023,CPE12300XG,1000000000000.0,192.168.203.33,436475,1.0,7.6,-107.3,-107.4,0.0,0.0,-107.35,16.0,11.8,0.0,0.0,13.9,-13.1,-14.6,0.0,0.0,-13.85,-78.0,-74.3,-72.9,0.0,0.0,-75.06666667,488.0
CPE12000SG,TLR001024549,9/11/2022 14:00,178025,WLTGG-122,1000000000000.0,192.168.203.19,11305963,1.0,-999999.0,-93.1,-97.1,-94.4,-95.1,-94.925,17.8,15.5,18.1,18.2,17.4,-9.3,-10.7,-10.4,-9.1,-9.875,-64.0,,,,,-64.0,195.0
CPE12000SG,TLR001052687,9/11/2022 14:00,177995,WLTGG-122,1000000000000.0,192.168.203.34,11300441,1.0,7.9,-96.8,-97.6,-95.9,-95.1,-96.35,20.7,17.5,19.6,24.3,20.525,-9.3,-8.5,-8.4,-9.6,-8.95,-64.0,,,,,-64.0,371.0
CPE12000SG,TLR001061848,9/11/2022 14:00,177997,WLTGG-122,1000000000000.0,192.168.203.37,10695101,2.0,-5.1,-81.0,-78.2,-76.1,-78.0,-78.325,18.6,21.2,22.9,19.8,20.625,-9.4,-9.6,-9.6,-9.3,-9.475,-47.0,,,,,-47.0,605.0
CPE12000SG,TLR001052281,9/11/2022 14:00,178012,WLTGG-122,1000000000000.0,192.168.203.25,763284,1.0,-7.1,-83.5,-80.7,-82.7,-85.9,-83.2,23.8,22.2,21.0,22.3,22.325,-8.6,-9.1,-9.0,-8.5,-8.8,-52.0,,,,,-52.0,371.0
CPE12000SG,TLR001024707,9/11/2022 14:00,178015,WLTGG-122,1000000000000.0,192.168.203.17,5821855,1.0,-999999.0,-107.9,-102.3,-100.0,-108.5,-104.675,18.1,23.8,21.5,15.3,19.675,-9.0,-8.8,-9.0,-9.4,-9.05,-68.0,,,,,-68.0,371.0
CPE12000SG,TLR001021183,9/11/2022 14:00,178005,WLTGG-122,1000000000000.0,192.168.203.16,72564,2.0,-999999.0,-116.0,-114.4,-114.2,-112.6,-114.3,9.2,9.5,10.7,13.4,10.7,-10.5,-10.2,-10.3,-9.7,-10.175,-82.0,,,,,-82.0,605.0
CPE12000SG,TLR001062014,9/11/2022 14:00,178022,WLTGG-122,1000000000000.0,192.168.203.39,441540,2.0,2.9,-88.9,-87.4,-88.1,-89.5,-88.475,18.9,18.2,17.7,18.9,18.425,-9.1,-9.8,-9.8,-9.2,-9.475,-58.0,,,,,-58.0,605.0
CPE12000SG,TLR001052985,9/11/2022 15:00,178033,WLTGG-122,1000000000000.0,192.168.203.38,2865953,1.0,-999999.0,-103.2,-103.9,-104.0,-108.4,-104.875,21.9,20.7,19.9,16.7,19.8,-12.4,-10.2,-10.9,-11.8,-11.325,-70.0,,,,,-70.0,195.0
CPE12000SG,TLR001052312,9/11/2022 15:00,178047,WLTGG-122,1000000000000.0,192.168.203.24,69165,2.0,11.4,-114.1,-113.0,-120.2,-119.3,-116.65,14.1,14.1,5.9,7.7,10.45,-9.8,-10.0,-10.4,-10.3,-10.125,-83.0,,,,,-83.0,605.0
CPE12000SG,TLR001062014,9/11/2022 15:00,178059,WLTGG-122,1000000000000.0,192.168.203.39,445141,2.0,1.9,-89.2,-87.7,-87.4,-88.1,-88.1,18.1,17.2,17.8,19.4,18.125,-9.3,-10.1,-9.9,-9.3,-9.65,-58.0,,,,,-58.0,605.0
CPE12000SG,TLR001061822,9/11/2022 15:00,178057,WLTGG-122,1000000000000.0,192.168.203.36,684957,2.0,-0.5,-82.5,-81.2,-82.0,-83.9,-82.4,19.6,22.7,20.9,19.3,20.625,-9.1,-9.5,-9.6,-9.2,-9.35,-53.0,,,,,-53.0,605.0
CPE12000SG,TLR001052550,9/11/2022 15:00,178054,WLTGG-122,1000000000000.0,192.168.203.35,2492143,2.0,-999999.0,-104.8,-100.0,-103.5,-103.9,-103.05,19.5,22.3,17.6,18.8,19.55,-9.8,-10.0,-10.2,-9.8,-9.95,-70.0,,,,,-70.0,488.0
CPE9000,GMK180819003927,9/11/2022 15:00,178035,WLTMS-110,1000000000000.0,192.168.203.47,1466207,2.0,15.0,-109.0,-106.0,,,-107.5,8.0,10.0,,,9.0,-10.0,,,,-10.0,,,,,,,605.0
CPE12000SG,TLR001052293,9/11/2022 15:00,178058,WLTGG-122,1000000000000.0,192.168.203.40,4939296,2.0,-4.1,-83.4,-81.1,-80.6,-84.0,-82.275,19.7,21.4,23.0,21.7,21.45,-9.1,-9.6,-9.5,-9.0,-9.3,-51.0,,,,,-51.0,605.0
CPE12000SG,TLR001052247,9/11/2022 15:00,178043,WLTGG-122,1000000000000.0,192.168.203.28,11309563,2.0,-999999.0,-92.3,-90.8,-93.3,-96.5,-93.225,20.0,19.8,18.1,17.6,18.875,-9.1,-9.5,-9.5,-9.4,-9.375,-62.0,,,,,-62.0,78.0
CPE12000SG,TLR001025025,9/11/2022 15:00,178045,WLTGG-122,1000000000000.0,192.168.203.14,3819402,1.0,0.9,-92.0,-94.2,-92.2,-94.3,-93.175,24.2,23.3,24.7,22.5,23.675,-11.3,-10.2,-10.9,-11.6,-11.0,-64.0,,,,,-64.0,371.0
CPE12000SG,TLR001023697,9/11/2022 15:00,178053,WLTGG-122,1000000000000.0,192.168.203.10,2957092,2.0,-999999.0,-98.3,-98.3,-95.0,-100.6,-98.05,24.0,23.3,22.9,17.8,22.0,-9.3,-9.4,-9.5,-9.3,-9.375,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001052354,9/11/2022 15:00,178044,WLTGG-122,1000000000000.0,192.168.203.22,2957092,3.0,10.2,-97.7,-96.0,-96.1,-94.3,-96.025,15.2,15.2,13.4,20.6,16.1,-9.3,-8.9,-8.8,-9.2,-9.05,-65.0,,,,,-65.0,605.0
CPE12000SG,TLR001024707,9/11/2022 15:00,178052,WLTGG-122,1000000000000.0,192.168.203.17,5825455,1.0,-999999.0,-105.0,-100.0,-102.6,-107.5,-103.775,20.3,24.6,19.7,15.8,20.1,-9.4,-9.7,-9.9,-10.6,-9.9,-72.0,,,,,-72.0,371.0
CPE12000SG,TLR001052820,9/11/2022 15:00,178042,WLTGG-122,1000000000000.0,192.168.203.46,2954343,2.0,8.4,-100.1,-95.2,-92.5,-93.9,-95.425,9.4,15.3,17.0,15.5,14.3,-11.1,-10.0,-9.8,-9.6,-10.125,-63.0,,,,,-63.0,371.0
CPE12300,21140007371,9/11/2022 15:00,178060,CPE12300XG,1000000000000.0,192.168.203.33,440075,1.0,10.9,-105.8,-107.3,0.0,0.0,-106.55,17.4,12.0,0.0,0.0,14.7,-10.0,-9.6,0.0,0.0,-9.8,-74.0,-76.1,-78.1,0.0,0.0,-76.06666667,488.0
CPE12000SG,TLR001023730,9/11/2022 15:00,178061,WLTGG-122,1000000000000.0,192.168.203.21,57330,1.0,-999999.0,-113.3,-112.7,-113.4,-112.9,-113.075,14.0,14.0,13.3,14.2,13.875,-14.4,-13.7,-14.5,-14.0,-14.15,-83.0,,,,,-83.0,371.0
CPE12000SG,TLR001024549,9/11/2022 15:00,178062,WLTGG-122,1000000000000.0,192.168.203.19,11309563,1.0,-999999.0,-92.5,-95.3,-92.2,-92.6,-93.15,17.5,17.3,18.5,20.4,18.425,-9.0,-9.2,-9.2,-8.9,-9.075,-60.0,,,,,-60.0,195.0
CPE12000SG,TLR001052687,9/11/2022 15:00,178032,WLTGG-122,1000000000000.0,192.168.203.34,11304041,1.0,5.9,-96.5,-97.7,-95.0,-93.6,-95.7,20.4,17.0,20.2,24.0,20.4,-12.9,-14.3,-14.0,-13.0,-13.55,-61.0,,,,,-61.0,371.0
CPE12000SG,TLR001023930,9/11/2022 15:00,178031,WLTGG-122,1000000000000.0,192.168.203.18,11304040,2.0,-999999.0,-96.6,-95.2,-95.1,-96.3,-95.8,20.2,19.7,18.3,19.2,19.35,-9.6,-10.0,-9.8,-9.4,-9.7,-65.0,,,,,-65.0,488.0
CPE12300,21140003126,9/11/2022 15:00,178039,CPE12300HG,1000000000000.0,192.168.203.44,1468027,2.0,14.9,-125.6,-126.3,-123.7,-118.8,-123.6,2.6,1.2,3.9,8.9,4.15,-12.6,-13.2,-12.7,-10.8,-12.325,-87.0,-93.4,-93.7,-91.9,-88.4,-90.88,371.0
CPE12000SG,TLR001052420,9/11/2022 15:00,178037,WLTGG-122,1000000000000.0,192.168.203.23,1118405,1.0,9.9,-98.3,-97.1,-96.6,-98.9,-97.725,22.0,23.3,23.0,23.1,22.85,-14.0,-14.5,-14.5,-14.0,-14.25,-63.0,,,,,-63.0,605.0
CPE12000SG,TLR001062295,9/11/2022 15:00,178036,WLTGG-122,1000000000000.0,192.168.203.26,2957093,3.0,10.2,-104.4,-104.9,-101.9,-104.3,-103.875,8.7,7.5,7.7,6.2,7.525,-10.2,-10.0,-9.8,-10.3,-10.075,-72.0,,,,,-72.0,605.0
CPE12000SG,TLR001061848,9/11/2022 15:00,178034,WLTGG-122,1000000000000.0,192.168.203.37,10698701,2.0,-4.1,-81.5,-78.1,-76.4,-78.4,-78.6,16.3,19.0,20.7,17.6,18.4,-9.2,-9.6,-9.6,-9.2,-9.4,-47.0,,,,,-47.0,605.0
CPE12000SG,TLR001052281,9/11/2022 15:00,178049,WLTGG-122,1000000000000.0,192.168.203.25,766884,1.0,-9.1,-83.0,-81.0,-82.2,-85.5,-82.925,23.3,21.7,20.8,22.3,22.025,-13.6,-14.9,-14.8,-13.6,-14.225,-46.0,,,,,-46.0,371.0
CPE12000SG,TLR001024748,9/11/2022 15:00,178048,WLTGG-122,1000000000000.0,192.168.203.12,418712,2.0,-999999.0,-110.6,-107.9,-104.9,-108.0,-107.85,14.5,16.7,16.7,14.9,15.7,-10.5,-9.9,-9.8,-10.3,-10.125,-75.0,,,,,-75.0,605.0
CPE12000SG,TLR001021226,9/11/2022 15:00,178050,WLTGG-122,1000000000000.0,192.168.203.13,5690516,2.0,21.5,-114.7,-109.8,-112.9,-114.1,-112.875,12.8,16.5,13.6,13.3,14.05,-9.1,-9.3,-9.4,-9.2,-9.25,-80.0,,,,,-80.0,605.0
CPE12000SG,TLR001048674,9/11/2022 15:00,178056,WLTGG-122,1000000000000.0,192.168.203.11,11309563,1.0,7.6,-99.9,-102.4,-103.4,-107.5,-103.3,16.7,14.7,14.8,10.4,14.15,-9.6,-10.7,-10.6,-11.1,-10.5,-67.0,,,,,-67.0,78.0
CPE12000SG,TLR001021183,9/11/2022 15:00,178051,WLTGG-122,1000000000000.0,192.168.203.16,76164,2.0,11.9,-117.1,-115.7,-112.0,-111.7,-114.125,6.7,7.8,13.2,13.1,10.2,-11.2,-10.6,-10.3,-9.9,-10.5,-80.0,,,,,-80.0,605.0
CPE12000SG,TLR001052354,9/11/2022 16:00,178081,WLTGG-122,1000000000000.0,192.168.203.22,2960692,3.0,8.4,-97.9,-95.3,-96.0,-94.8,-96.0,19.6,21.4,19.7,25.4,21.525,-9.5,-9.1,-8.9,-9.0,-9.125,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001052247,9/11/2022 16:00,178080,WLTGG-122,1000000000000.0,192.168.203.28,11313163,2.0,-999999.0,-92.3,-90.4,-93.0,-96.5,-93.05,20.2,20.9,18.8,17.6,19.375,-9.1,-9.4,-9.6,-9.5,-9.4,-61.0,,,,,-61.0,78.0
CPE12000SG,TLR001052293,9/11/2022 16:00,178095,WLTGG-122,1000000000000.0,192.168.203.40,4942896,2.0,-4.1,-82.9,-80.4,-79.8,-82.9,-81.5,19.7,22.0,23.4,22.7,21.95,-9.0,-9.5,-9.5,-9.1,-9.275,-51.0,,,,,-51.0,605.0
CPE12300,21140003126,9/11/2022 16:00,178076,CPE12300HG,1000000000000.0,192.168.203.44,1471627,2.0,16.1,-122.9,-124.2,-122.0,-120.9,-122.5,4.8,3.1,5.8,7.1,5.2,-11.8,-12.7,-11.4,-11.1,-11.75,-90.0,-91.7,-92.3,-91.0,-90.3,-91.06,371.0
CPE12000SG,TLR001062295,9/11/2022 16:00,178073,WLTGG-122,1000000000000.0,192.168.203.26,2960693,3.0,-999999.0,-96.7,-97.4,-104.2,-108.4,-101.675,22.4,17.5,13.6,7.8,15.325,-9.5,-9.5,-9.1,-10.0,-9.525,-68.0,,,,,-68.0,605.0
CPE9000,GMK180819003927,9/11/2022 16:00,178072,WLTMS-110,1000000000000.0,192.168.203.47,1469807,2.0,8.0,-103.0,-105.0,,,-104.0,13.0,11.0,,,12.0,-9.0,,,,-9.0,,,,,,,605.0
CPE12000SG,TLR001061848,9/11/2022 16:00,178071,WLTGG-122,1000000000000.0,192.168.203.37,10702301,2.0,-4.5,-81.8,-78.7,-76.5,-78.8,-78.95,18.4,20.7,22.8,19.2,20.275,-9.3,-9.6,-9.6,-9.3,-9.45,-47.0,,,,,-47.0,605.0
CPE12000SG,TLR001023930,9/11/2022 16:00,178068,WLTGG-122,1000000000000.0,192.168.203.18,11307640,2.0,5.6,-96.1,-94.6,-94.3,-95.7,-95.175,20.7,21.1,19.7,20.1,20.4,-9.6,-9.9,-9.9,-9.6,-9.75,-65.0,,,,,-65.0,488.0
CPE12000SG,TLR001052985,9/11/2022 16:00,178070,WLTGG-122,1000000000000.0,192.168.203.38,2869553,1.0,-999999.0,-109.6,-105.0,-104.2,-106.6,-106.35,16.7,19.0,17.9,17.2,17.7,-9.3,-9.3,-8.9,-9.6,-9.275,-74.0,,,,,-74.0,195.0
CPE12000SG,TLR001052687,9/11/2022 16:00,178069,WLTGG-122,1000000000000.0,192.168.203.34,11307641,1.0,4.9,-95.6,-97.6,-96.1,-94.4,-95.925,20.3,15.7,18.7,24.4,19.775,-9.7,-8.6,-8.5,-9.4,-9.05,-65.0,,,,,-65.0,371.0
CPE12000SG,TLR001052420,9/11/2022 16:00,178074,WLTGG-122,1000000000000.0,192.168.203.23,1122005,1.0,3.9,-97.1,-96.7,-97.7,-100.2,-97.925,22.2,23.0,22.6,22.1,22.475,-9.7,-10.0,-9.9,-10.0,-9.9,-68.0,,,,,-68.0,605.0
CPE12000SG,TLR001025025,9/11/2022 16:00,178082,WLTGG-122,1000000000000.0,192.168.203.14,3823002,1.0,-0.1,-92.2,-92.8,-91.3,-92.5,-92.2,25.3,26.4,24.2,25.0,25.225,-9.0,-9.0,-8.8,-8.9,-8.925,-63.0,,,,,-63.0,371.0
CPE12000SG,TLR001052550,9/11/2022 16:00,178091,WLTGG-122,1000000000000.0,192.168.203.35,2495743,2.0,8.6,-106.3,-102.0,-102.6,-104.3,-103.8,18.0,21.4,19.6,18.6,19.4,-9.5,-9.6,-9.7,-9.5,-9.575,-73.0,,,,,-73.0,488.0
CPE12000SG,TLR001052281,9/11/2022 16:00,178086,WLTGG-122,1000000000000.0,192.168.203.25,770484,1.0,-8.1,-82.9,-80.7,-82.2,-86.0,-82.95,24.1,22.3,21.0,22.8,22.55,-8.6,-9.0,-9.1,-8.7,-8.85,-50.0,,,,,-50.0,371.0
CPE12000SG,TLR001021226,9/11/2022 16:00,178087,WLTGG-122,1000000000000.0,192.168.203.13,5694104,2.0,15.5,-113.3,-116.0,-116.5,-117.5,-115.825,13.5,10.3,10.4,10.3,11.125,-9.4,-10.2,-9.9,-9.5,-9.75,-84.0,,,,,-84.0,605.0
CPE12000SG,TLR001023697,9/11/2022 16:00,178090,WLTGG-122,1000000000000.0,192.168.203.10,2960692,2.0,6.8,-97.9,-97.2,-96.4,-103.3,-98.7,23.5,23.6,20.4,15.8,20.825,-9.3,-9.4,-9.3,-9.4,-9.35,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001021183,9/11/2022 16:00,178092,WLTGG-122,1000000000000.0,192.168.203.16,79764,2.0,-999999.0,-113.5,-107.0,-110.8,-108.1,-109.85,10.0,15.2,13.9,16.5,13.9,-10.5,-10.1,-9.9,-9.5,-10.0,-78.0,,,,,-78.0,605.0
CPE12000SG,TLR001048674,9/11/2022 16:00,178093,WLTGG-122,1000000000000.0,192.168.203.11,11313163,1.0,-999999.0,-102.9,-104.5,-97.9,-104.4,-102.425,11.5,11.0,18.8,12.2,13.375,-9.5,-9.9,-9.2,-9.9,-9.625,-69.0,,,,,-69.0,78.0
CPE12000SG,TLR001024549,9/11/2022 16:00,178099,WLTGG-122,1000000000000.0,192.168.203.19,11313163,1.0,-999999.0,-91.5,-95.7,-93.4,-93.0,-93.4,19.0,17.1,18.2,20.6,18.725,-9.0,-9.1,-9.2,-8.8,-9.025,-63.0,,,,,-63.0,195.0
CPE12300,21140007371,9/11/2022 16:00,178097,CPE12300XG,1000000000000.0,192.168.203.33,443675,1.0,9.8,-107.8,-109.0,0.0,0.0,-108.4,16.0,12.4,0.0,0.0,14.2,-9.9,-9.3,0.0,0.0,-9.6,-74.0,-78.2,-80.1,0.0,0.0,-77.43333333,488.0
CPE12000SG,TLR001062014,9/11/2022 16:00,178096,WLTGG-122,1000000000000.0,192.168.203.39,448740,2.0,1.9,-88.6,-87.2,-86.7,-87.8,-87.575,18.9,18.4,18.6,19.5,18.85,-9.1,-9.9,-9.9,-9.3,-9.55,-57.0,,,,,-57.0,605.0
CPE12000SG,TLR001052312,9/11/2022 16:00,178084,WLTGG-122,1000000000000.0,192.168.203.24,72765,2.0,19.1,-113.1,-116.3,-113.8,-115.4,-114.65,14.0,11.1,10.6,10.1,11.45,-9.5,-10.1,-10.0,-9.9,-9.875,-84.0,,,,,-84.0,605.0
CPE12000SG,TLR001052820,9/11/2022 16:00,178079,WLTGG-122,1000000000000.0,192.168.203.46,2957943,2.0,10.2,-99.2,-94.8,-91.6,-94.0,-94.9,9.9,15.1,17.6,15.2,14.45,-10.8,-10.3,-9.8,-9.7,-10.15,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001061822,9/11/2022 16:00,178094,WLTGG-122,1000000000000.0,192.168.203.36,688557,2.0,-2.1,-82.6,-80.9,-82.6,-84.5,-82.65,19.2,22.4,20.7,18.4,20.175,-9.3,-9.6,-9.6,-9.4,-9.475,-52.0,,,,,-52.0,605.0
CPE12000SG,TLR001023730,9/11/2022 16:00,178098,WLTGG-122,1000000000000.0,192.168.203.21,60930,1.0,7.9,-112.3,-114.3,-111.4,-116.1,-113.525,15.2,12.5,15.1,11.8,13.65,-9.3,-9.4,-9.2,-9.6,-9.375,-81.0,,,,,-81.0,371.0
CPE12000SG,TLR001024748,9/11/2022 16:00,178085,WLTGG-122,1000000000000.0,192.168.203.12,422313,2.0,-999999.0,-113.2,-111.7,-106.2,-106.4,-109.375,11.9,13.4,15.8,17.3,14.6,-10.2,-10.2,-9.9,-9.7,-10.0,-76.0,,,,,-76.0,605.0
CPE12000SG,TLR001024707,9/11/2022 16:00,178089,WLTGG-122,1000000000000.0,192.168.203.17,5829055,1.0,-999999.0,-104.3,-100.0,-101.3,-106.2,-102.95,21.6,24.2,20.6,17.0,20.85,-9.0,-9.0,-9.1,-9.3,-9.1,-71.0,,,,,-71.0,371.0
CPE12000SG,TLR001025025,9/11/2022 17:00,178119,WLTGG-122,1000000000000.0,192.168.203.14,3826602,1.0,0.9,-92.9,-92.8,-94.2,-93.1,-93.25,24.1,24.2,22.2,23.9,23.6,-11.6,-9.4,-10.2,-11.6,-10.7,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001061822,9/11/2022 17:00,178131,WLTGG-122,1000000000000.0,192.168.203.36,692157,2.0,-2.1,-82.4,-81.3,-83.5,-85.3,-83.125,19.6,22.2,20.0,18.2,20.0,-9.3,-9.5,-9.6,-9.4,-9.45,-52.0,,,,,-52.0,605.0
CPE12000SG,TLR001052293,9/11/2022 17:00,178132,WLTGG-122,1000000000000.0,192.168.203.40,4946496,2.0,-999999.0,-83.2,-80.8,-79.6,-83.5,-81.775,19.6,21.0,23.2,21.8,21.4,-9.3,-9.3,-9.5,-9.1,-9.3,-51.0,,,,,-51.0,605.0
CPE12000SG,TLR001062014,9/11/2022 17:00,178133,WLTGG-122,1000000000000.0,192.168.203.39,452340,2.0,3.9,-88.6,-87.0,-86.9,-87.8,-87.575,18.6,18.0,17.9,18.9,18.35,-9.4,-10.0,-9.9,-9.2,-9.625,-57.0,,,,,-57.0,605.0
CPE12300,21140007371,9/11/2022 17:00,178134,CPE12300XG,1000000000000.0,192.168.203.33,447275,1.0,7.5,-104.9,-107.5,0.0,0.0,-106.2,17.3,11.5,0.0,0.0,14.4,-9.9,-9.7,0.0,0.0,-9.8,-75.0,-74.9,-77.8,0.0,0.0,-75.9,488.0
CPE12000SG,TLR001021226,9/11/2022 17:00,178135,WLTGG-122,1000000000000.0,192.168.203.13,5697704,2.0,-999999.0,-111.8,-114.7,-108.8,-113.5,-112.2,15.8,12.0,17.5,14.3,14.9,-9.2,-9.7,-9.0,-9.3,-9.3,-81.0,,,,,-81.0,605.0
CPE12000SG,TLR001052281,9/11/2022 17:00,178123,WLTGG-122,1000000000000.0,192.168.203.25,774084,1.0,-9.1,-82.7,-80.5,-82.0,-85.1,-82.575,23.3,21.9,20.8,22.8,22.2,-13.5,-14.6,-15.1,-13.5,-14.175,-52.0,,,,,-52.0,371.0
CPE12000SG,TLR001052247,9/11/2022 17:00,178117,WLTGG-122,1000000000000.0,192.168.203.28,11316763,2.0,-999999.0,-92.3,-90.8,-93.4,-96.5,-93.25,19.9,19.9,18.2,17.5,18.875,-9.3,-9.5,-9.5,-9.5,-9.45,-61.0,,,,,-61.0,78.0
CPE12000SG,TLR001061848,9/11/2022 17:00,178108,WLTGG-122,1000000000000.0,192.168.203.37,10705901,2.0,-4.1,-81.5,-78.2,-76.7,-78.8,-78.8,18.5,20.9,22.6,19.4,20.35,-9.2,-9.4,-9.4,-9.3,-9.325,-47.0,,,,,-47.0,605.0
CPE12000SG,TLR001023730,9/11/2022 17:00,178116,WLTGG-122,1000000000000.0,192.168.203.21,64530,1.0,-999999.0,-111.4,-115.9,-117.8,-114.5,-114.9,15.7,10.4,8.3,12.4,11.7,-9.4,-9.7,-10.6,-9.7,-9.85,-82.0,,,,,-82.0,371.0
CPE12000SG,TLR001052420,9/11/2022 17:00,178111,WLTGG-122,1000000000000.0,192.168.203.23,1125605,1.0,3.9,-97.0,-96.3,-96.3,-98.9,-97.125,23.7,24.0,23.3,23.4,23.6,-9.1,-9.3,-9.3,-9.2,-9.225,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001062295,9/11/2022 17:00,178110,WLTGG-122,1000000000000.0,192.168.203.26,2964293,3.0,9.7,-96.4,-101.2,-102.9,-102.0,-100.625,22.7,18.7,13.5,16.4,17.825,-9.4,-9.4,-9.5,-9.5,-9.45,-69.0,,,,,-69.0,605.0
CPE9000,GMK180819003927,9/11/2022 17:00,178109,WLTMS-110,1000000000000.0,192.168.203.47,1473407,2.0,4.0,-103.0,-106.0,,,-104.5,14.0,9.0,,,11.5,-9.0,,,,-9.0,,,,,,,605.0
CPE12000SG,TLR001052354,9/11/2022 17:00,178118,WLTGG-122,1000000000000.0,192.168.203.22,2964292,3.0,-999999.0,-97.8,-96.0,-95.4,-94.6,-95.95,18.9,20.4,19.7,25.4,21.1,-9.3,-9.0,-9.0,-9.3,-9.15,-65.0,,,,,-65.0,605.0
CPE12000SG,TLR001048674,9/11/2022 17:00,178130,WLTGG-122,1000000000000.0,192.168.203.11,11316763,1.0,10.4,-107.2,-104.3,-97.2,-100.6,-102.325,7.7,11.7,19.5,17.3,14.05,-11.2,-9.8,-9.1,-9.3,-9.85,-67.0,,,,,-67.0,78.0
CPE12000SG,TLR001023697,9/11/2022 17:00,178127,WLTGG-122,1000000000000.0,192.168.203.10,2964292,2.0,7.8,-98.0,-97.0,-96.5,-102.8,-98.575,22.9,23.8,20.4,15.9,20.75,-9.2,-9.3,-9.3,-9.4,-9.3,-68.0,,,,,-68.0,605.0
CPE12000SG,TLR001052820,9/11/2022 17:00,178129,WLTGG-122,1000000000000.0,192.168.203.46,2961543,2.0,6.4,-99.1,-96.1,-92.4,-94.2,-95.45,9.3,13.3,16.3,14.4,13.325,-10.9,-10.1,-9.7,-9.8,-10.125,-63.0,,,,,-63.0,371.0
CPE12000SG,TLR001024748,9/11/2022 17:00,178122,WLTGG-122,1000000000000.0,192.168.203.12,425912,2.0,-999999.0,-114.6,-110.3,-106.8,-107.1,-109.7,10.4,14.5,14.5,16.1,13.875,-10.4,-10.0,-9.5,-9.7,-9.9,-77.0,,,,,-77.0,605.0
